Comune,PROV,ISTAT,Zona_Climatica,Sottozona,Latitudine,Longitudine,Altitudine
LODI VECCHIO,LO,98032,E,6,45.305,9.412222222222223,78
LODRINO,BS,17090,F,-,45.72027777777778,10.274166666666668,450
LOGRATO,BS,17091,E,7,45.48361111111111,10.056944444444445,101
LOMAGNA,LC,97044,E,4,45.67194444444444,9.374444444444444,225
LOMAZZO,CO,13133,E,4,45.69777777777777,9.04,243
LOMELLO,PV,18083,E,6,45.121944444444445,8.795555555555556,82
LONATE CEPPINO,VA,12089,E,4,45.706944444444446,8.874444444444444,233
LONATE POZZOLO,VA,12090,E,4,45.60055555555556,8.755,141
LONGHENA,BS,17093,E,7,45.43833333333333,10.060555555555556,88
LONGONE AL SEGRINO,CO,13134,E,4,45.82138888888889,9.253055555555555,321
LOSINE,BS,17094,E,3,45.98416666666667,10.31638888888889,297
LOVERE,BG,16128,E,3,45.82027777777778,10.076944444444445,185
LOVERO,SO,14038,F,-,46.23361111111111,10.22861111111111,497
LOVERO,SO,14038,F,-,46.23361111111111,10.22861111111111,497
LOZIO,BS,17095,F,-,45.98722222222222,10.262777777777778,519
LOZZA,VA,12091,E,4,45.77583333333333,8.856666666666666,276
LUINO,VA,12092,E,2,46.00416666666667,8.744444444444444,193
LUISAGO,CO,13135,E,4,45.765277777777776,9.037777777777778,297
LUMEZZANE,BS,17096,E,3,45.65138888888889,10.264444444444445,310
LUNGAVILLA,PV,18084,E,6,45.04361111111111,9.081944444444444,74
LURAGO MARINONE,CO,13137,E,4,45.70583333333334,8.985,277
LURANO,BG,16129,E,5,45.565555555555555,9.640833333333333,139
LURATE CACCIVIO,CO,13138,E,4,45.772777777777776,9.004166666666666,319
LUVINATE,VA,12093,E,4,45.84166666666667,8.7675,290
LUVINATE,VA,12093,E,2,45.84166666666667,8.7675,290
LUZZANA,BG,16130,E,3,45.71638888888889,9.881388888888889,278
MACCASTORNA,LO,98033,E,6,45.14805555555556,9.855,40
MACLODIO,BS,17097,E,7,45.4775,10.043611111111112,103
MADESIMO,SO,14035,F,-,46.430277777777775,9.343611111111112,1110
MADIGNANO,CR,19055,E,6,45.343333333333334,9.727222222222222,64
MADONE,BG,16131,E,5,45.650555555555556,9.54888888888889,180
MADONE,BG,16131,E,4,45.650555555555556,9.54888888888889,180
MAGASA,BS,17098,F,-,45.783055555555556,10.619444444444445,600
MAGENTA,MI,15130,E,5,45.46611111111111,8.885833333333332,104
MAGHERNO,PV,18085,E,6,45.225833333333334,9.330277777777777,73
MAGNACAVALLO,MN,20029,E,7,45.0075,11.184722222222222,10
MAGNAGO,MI,15131,E,5,45.57944444444445,8.803055555555556,186
MAGNAGO,MI,15131,E,4,45.57944444444445,8.803055555555556,186
MAGREGLIO,CO,13139,F,-,45.92194444444444,9.261666666666667,699
MAIRAGO,LO,98034,E,6,45.254444444444445,9.580277777777777,62
MAIRANO,BS,17099,E,7,45.45,10.080277777777777,87
MALAGNINO,CR,19056,E,7,45.135,10.116666666666667,37
MALEGNO,BS,17100,E,3,45.9525,10.270555555555557,278
MALEO,LO,98035,E,6,45.169999999999995,9.766111111111112,40
MALGRATE,LC,97045,E,4,45.853611111111114,9.375,199
MALNATE,VA,12096,E,4,45.80166666666666,8.877777777777778,282
MALONNO,BS,17101,F,-,46.11805555555556,10.311111111111112,470
MANDELLO DEL LARIO,LC,97046,E,2,45.914722222222224,9.319722222222222,199
MANERBA DEL GARDA,BS,17102,E,7,45.55027777777777,10.551944444444445,65
MANERBIO,BS,17103,E,7,45.35611111111111,10.141944444444444,59
MANTELLO,SO,14039,E,1,46.155277777777776,9.488333333333333,207
MANTOVA,MN,20030,E,7,45.1575,10.792222222222222,14
MAPELLO,BG,16132,E,4,45.71222222222222,9.548055555555555,233
MARCALLO CON CASONE,MI,15134,E,5,45.48638888888889,8.870555555555557,140
MARCARIA,MN,20031,E,7,45.12027777777778,10.534166666666666,19
MARCHENO,BS,17104,E,3,45.71138888888889,10.219444444444445,339
MARCHIROLO,VA,12097,E,2,45.95111111111111,8.831388888888888,435
MARCIGNAGO,PV,18086,E,6,45.25555555555555,9.077777777777778,86
MARGNO,LC,97047,F,-,46.033055555555556,9.379444444444445,519
MARIANA MANTOVANA,MN,20032,E,7,45.19416666666666,10.487222222222222,29
MARIANO COMENSE,CO,13143,E,4,45.69833333333333,9.178888888888888,233
MARMENTINO,BS,17105,F,-,45.75694444444444,10.285,606
MARMIROLO,MN,20033,E,7,45.221944444444446,10.75611111111111,25
MARNATE,VA,12098,E,4,45.62972222222222,8.902777777777779,211
MARONE,BS,17106,E,3,45.74138888888889,10.092777777777778,185
MARTIGNANA DI PO,CR,19057,E,7,45.011944444444445,10.380833333333333,25
MARTINENGO,BG,16133,E,5,45.571111111111115,9.768055555555556,132
MARUDO,LO,98036,E,6,45.25527777777778,9.375277777777779,76
MARZANO,PV,18087,E,6,45.249722222222225,9.295277777777777,75
MARZIO,VA,12099,F,-,45.93944444444444,8.858055555555556,550
MASATE,MI,15136,E,5,45.568333333333335,9.463888888888889,142
MASCIAGO PRIMO,VA,12100,E,2,45.91861111111111,8.78138888888889,265
MASLIANICO,CO,13144,E,4,45.843611111111116,9.051111111111112,209
MASLIANICO,CO,13144,E,2,45.843611111111116,9.051111111111112,209
MASSALENGO,LO,98037,E,6,45.265277777777776,9.488333333333333,72
MAZZANO,BS,17107,E,7,45.520833333333336,10.351388888888888,134
MAZZO DI VALTELLINA,SO,14040,F,-,46.26,10.256666666666666,535
MAZZO DI VALTELLINA,SO,14040,F,-,46.26,10.256666666666666,535
MEDE,PV,18088,E,6,45.09777777777778,8.737222222222222,83
MEDIGLIA,MI,15139,E,5,45.397777777777776,9.3325,89
MEDOLAGO,BG,16250,E,4,45.67194444444444,9.493888888888888,175
MEDOLE,MN,20034,E,7,45.32638888888889,10.510277777777778,48
MELEGNANO,MI,15140,E,5,45.35916666666667,9.3225,80
MELETI,LO,98038,E,6,45.12111111111111,9.836666666666668,39
MELLO,SO,14041,F,-,46.156388888888884,9.546388888888888,325
MELZO,MI,15142,E,5,45.50222222222222,9.423055555555555,113
MENAGGIO,CO,13145,E,2,46.02333333333333,9.239722222222222,199
MENCONICO,PV,18089,F,-,44.7975,9.280000000000001,500
MERATE,LC,97048,E,4,45.70055555555556,9.416111111111112,254
MERCALLO,VA,12101,E,4,45.75222222222222,8.669444444444444,237
MERLINO,LO,98039,E,6,45.43555555555555,9.430277777777777,80
MERLINO,LO,98039,E,5,45.43555555555555,9.430277777777777,80
MERONE,CO,13147,E,4,45.78444444444444,9.246944444444443,241
MESE,SO,14043,E,1,46.306666666666665,9.379444444444445,253
MESENZANA,VA,12102,E,2,45.94888888888889,8.755555555555556,226
MESERO,MI,15144,E,5,45.50222222222222,8.85388888888889,142
MEZZANA BIGLI,PV,18090,E,6,45.06166666666666,8.846944444444444,70
MEZZANA RABATTONE,PV,18091,E,6,45.09638888888889,9.031944444444445,62
MEZZANINO,PV,18092,E,6,45.12777777777778,9.205277777777777,60
MEZZOLDO,BG,16134,F,-,46.013888888888886,9.665277777777778,667
MILANO,MI,15146,E,5,45.465833333333336,9.19,102
MILZANO,BS,17108,E,7,45.27472222222222,10.200277777777776,35
MIRADOLO TERME,PV,18093,E,6,45.17388888888889,9.443888888888889,68
MISSAGLIA,LC,97049,E,4,45.70916666666667,9.335833333333333,242
MOGGIO,LC,97050,F,-,45.93416666666666,9.48611111111111,725
MOGGIO,LC,97050,F,-,45.93416666666666,9.48611111111111,725
MOGLIA,MN,20035,E,7,44.933611111111105,10.912777777777778,16
MOLTENO,LC,97051,E,4,45.78138888888889,9.308611111111112,263
MOLTRASIO,CO,13152,E,2,45.862500000000004,9.100277777777777,199
MONASTEROLO DEL CASTELLO,BG,16137,E,3,45.763888888888886,9.933055555555555,337
MONGUZZO,CO,13153,E,4,45.777499999999996,9.225833333333334,247
MONIGA DEL GARDA,BS,17109,E,7,45.527499999999996,10.535277777777777,65
MONNO,BS,17110,F,-,46.21333333333334,10.339444444444444,781
MONNO,BS,17110,F,-,46.21333333333334,10.339444444444444,781
MONTAGNA IN VALTELLINA,SO,14044,F,-,46.180277777777775,9.908611111111112,288
MONTALTO PAVESE,PV,18094,F,-,44.980555555555554,9.210555555555555,170
MONTANASO LOMBARDO,LO,98040,E,6,45.333333333333336,9.457777777777777,68
MONTANO LUCINO,CO,13154,E,4,45.78722222222222,9.043888888888889,304
MONTE CREMASCO,CR,19058,E,6,45.374722222222225,9.573888888888888,76
MONTE ISOLA,BS,17111,E,7,45.717222222222226,10.080277777777777,185
MONTE ISOLA,BS,17111,E,4,45.717222222222226,10.080277777777777,185
MONTE ISOLA,BS,17111,E,3,45.717222222222226,10.080277777777777,185
MONTE MARENZO,LC,97052,E,4,45.77027777777778,9.454166666666666,199
MONTEBELLO DELLA BATTAGLIA,PV,18095,E,6,45.00388888888889,9.104722222222222,78
MONTECALVO VERSIGGIA,PV,18096,F,-,44.97222222222222,9.286666666666667,164
MONTEGRINO VALTRAVAGLIA,VA,12103,E,2,45.974444444444444,8.767222222222223,207
MONTELLO,BG,16139,E,4,45.672777777777775,9.8,220
MONTEMEZZO,CO,13155,E,2,46.18083333333333,9.371111111111112,275
MONTEMEZZO,CO,13155,E,1,46.18083333333333,9.371111111111112,275
MONTESCANO,PV,18097,E,8,45.0325,9.295277777777777,118
MONTESEGALE,PV,18098,E,8,44.90861111111111,9.126944444444446,213
MONTEVECCHIA,LC,97053,E,4,45.70722222222223,9.378333333333334,240
MONTICELLI BRUSATI,BS,17112,E,7,45.63166666666667,10.100555555555555,205
MONTICELLI BRUSATI,BS,17112,E,3,45.63166666666667,10.100555555555555,205
MONTICELLI PAVESE,PV,18099,E,6,45.11222222222222,9.511666666666667,50
MONTICELLO BRIANZA,LC,97054,E,4,45.71,9.314166666666667,310
MONTICHIARI,BS,17113,E,7,45.41444444444444,10.392222222222221,71
MONTIRONE,BS,17114,E,7,45.44444444444444,10.229722222222222,88
MONTODINE,CR,19059,E,6,45.28805555555555,9.709722222222222,48
MONTORFANO,CO,13157,E,4,45.78722222222222,9.147499999999999,360
MONVALLE,VA,12104,E,4,45.85916666666667,8.631944444444445,193
MONZAMBANO,MN,20036,E,7,45.388333333333335,10.692777777777778,63
MORAZZONE,VA,12105,E,4,45.76888888888889,8.831388888888888,333
MORBEGNO,SO,14045,F,-,46.13333333333333,9.571388888888889,220
MORENGO,BG,16140,E,5,45.535,9.705833333333333,119
MORIMONDO,MI,15150,E,6,45.35388888888889,8.955833333333333,82
MORIMONDO,MI,15150,E,5,45.35388888888889,8.955833333333333,82
MORNAGO,VA,12106,E,4,45.74916666666667,8.751111111111111,256
MORNICO AL SERIO,BG,16141,E,5,45.59305555555556,9.808611111111112,147
MORNICO LOSANA,PV,18101,E,8,45.01277777777778,9.20611111111111,120
MORNICO LOSANA,PV,18101,E,6,45.01277777777778,9.20611111111111,120
MORTARA,PV,18102,E,6,45.254444444444445,8.739166666666666,103
MORTERONE,LC,97055,F,-,45.87583333333333,9.4825,758
MOSCAZZANO,CR,19060,E,6,45.29527777777778,9.681944444444444,53
MOTTA BALUFFI,CR,19061,E,7,45.05416666666667,10.259166666666667,29
MOTTA VISCONTI,MI,15151,E,5,45.28722222222222,8.992222222222221,71
MOTTEGGIANA,MN,20037,E,7,45.0375,10.762222222222222,16
MOZZANICA,BG,16142,E,5,45.477222222222224,9.693611111111112,93
MOZZATE,CO,13159,E,4,45.67611111111111,8.95611111111111,247
MOZZO,BG,16143,E,4,45.703611111111115,9.608888888888888,215
MULAZZANO,LO,98041,E,6,45.37638888888889,9.399444444444445,83
MURA,BS,17115,F,-,45.71472222222223,10.344722222222222,333
MUSCOLINE,BS,17116,E,7,45.559999999999995,10.471666666666668,181
MUSSO,CO,13160,E,2,46.115833333333335,9.275833333333335,199
NAVE,BS,17117,E,7,45.58694444444445,10.289444444444444,192
NAVE,BS,17117,E,3,45.58694444444445,10.289444444444444,192
NEMBRO,BG,16144,E,4,45.74805555555556,9.760555555555555,285
NEMBRO,BG,16144,E,3,45.74805555555556,9.760555555555555,285
NERVIANO,MI,15154,E,5,45.55611111111111,8.973611111111111,162
NERVIANO,MI,15154,E,4,45.55611111111111,8.973611111111111,162
NESSO,CO,13161,E,2,45.915277777777774,9.158888888888889,199
NIARDO,BS,17118,E,3,45.97972222222222,10.34138888888889,297
NIBIONNO,LC,97056,E,4,45.75416666666667,9.26361111111111,236
NICORVO,PV,18103,E,6,45.28722222222222,8.667777777777777,111
NOSATE,MI,15155,E,5,45.553888888888885,8.725555555555555,138
NOVATE MEZZOLA,SO,14046,E,1,46.221944444444446,9.448055555555555,199
NOVATE MILANESE,MI,15157,E,5,45.532777777777774,9.139722222222222,139
NOVEDRATE,CO,13163,E,4,45.70027777777778,9.121944444444445,239
NOVIGLIO,MI,15158,E,5,45.35888888888889,9.069444444444445,101
NUVOLENTO,BS,17119,E,7,45.54805555555556,10.383333333333333,166
NUVOLENTO,BS,17119,E,3,45.54805555555556,10.383333333333333,166
NUVOLERA,BS,17120,E,7,45.53583333333333,10.372222222222224,158
NUVOLERA,BS,17120,E,3,45.53583333333333,10.372222222222224,158
ODOLO,BS,17121,E,3,45.647777777777776,10.389444444444443,306
OFFANENGO,CR,19062,E,6,45.38333333333333,9.741944444444444,76
OFFLAGA,BS,17122,E,7,45.38805555555555,10.118055555555555,63
OGGIONA CON SANTO STEFANO,VA,12107,E,4,45.695277777777775,8.81638888888889,260
OGGIONO,LC,97057,E,4,45.791666666666664,9.346944444444444,224
OLEVANO DI LOMELLINA,PV,18104,E,6,45.21555555555556,8.716111111111111,104
OLGIATE COMASCO,CO,13165,E,4,45.78583333333333,8.971388888888889,348
OLGIATE MOLGORA,LC,97058,E,4,45.72972222222222,9.40388888888889,220
OLGIATE OLONA,VA,12108,E,4,45.6325,8.890555555555554,211
OLGINATE,LC,97059,E,4,45.801111111111105,9.413055555555555,198
OLIVA GESSI,PV,18105,E,8,45.004444444444445,9.18,125
OLIVETO LARIO,LC,97060,E,2,45.9325,9.28277777777778,199
OLMENETA,CR,19063,E,7,45.236666666666665,10.020833333333334,52
OLMO AL BREMBO,BG,16145,E,3,45.972500000000004,9.650277777777777,533
OLTRE IL COLLE,BG,16146,F,-,45.89222222222222,9.770555555555557,728
OLTRESSENDA ALTA,BG,16147,F,-,45.91638888888889,9.945555555555556,550
OLTRONA DI SAN MAMETTE,CO,13169,E,4,45.7575,8.977222222222222,337
OME,BS,17123,E,7,45.626111111111115,10.125833333333334,197
OME,BS,17123,E,3,45.626111111111115,10.125833333333334,197
ONETA,BG,16148,F,-,45.87388888888889,9.819722222222222,600
ONO SAN PIETRO,BS,17124,E,3,46.018055555555556,10.326944444444445,359
ONORE,BG,16149,F,-,45.891666666666666,10.009444444444444,636
OPERA,MI,15159,E,5,45.37861111111111,9.209722222222222,96
ORIGGIO,VA,12109,E,5,45.599722222222226,9.017777777777779,182
ORIGGIO,VA,12109,E,4,45.599722222222226,9.017777777777779,182
ORINO,VA,12110,E,4,45.88333333333333,8.716388888888888,400
ORIO AL SERIO,BG,16150,E,5,45.67638888888889,9.6925,228
ORIO AL SERIO,BG,16150,E,4,45.67638888888889,9.6925,228
ORIO LITTA,LO,98042,E,6,45.15972222222222,9.554444444444446,51
ORNICA,BG,16151,F,-,45.99055555555556,9.579166666666666,638
ORNICA,BG,16151,F,-,45.99055555555556,9.579166666666666,638
ORSENIGO,CO,13170,E,4,45.776944444444446,9.18388888888889,321
ORZINUOVI,BS,17125,E,7,45.40277777777778,9.924444444444443,62
ORZINUOVI,BS,17125,E,6,45.40277777777778,9.924444444444443,62
ORZIVECCHI,BS,17126,E,7,45.420833333333334,9.962777777777777,82
OSIO SOPRA,BG,16152,E,5,45.63055555555555,9.592222222222222,176
OSIO SOPRA,BG,16152,E,4,45.63055555555555,9.592222222222222,176
OSIO SOTTO,BG,16153,E,5,45.6175,9.591944444444445,168
OSNAGO,LC,97061,E,4,45.67916666666667,9.392222222222221,230
OSPEDALETTO LODIGIANO,LO,98043,E,6,45.16861111111111,9.584444444444445,49
OSPITALETTO,BS,17127,E,7,45.55638888888888,10.074444444444444,134
OSSAGO LODIGIANO,LO,98044,E,6,45.24527777777778,9.538055555555555,67
OSSIMO,BS,17128,F,-,45.94361111111111,10.235,259
OSSONA,MI,15164,E,5,45.506388888888885,8.901944444444444,149
OSTIANO,CR,19064,E,7,45.223333333333336,10.250833333333333,33
OSTIGLIA,MN,20038,E,7,45.066944444444445,11.133333333333333,12
OTTOBIANO,PV,18106,E,6,45.15416666666667,8.830555555555556,90
OZZERO,MI,15165,E,5,45.36694444444444,8.925833333333333,85
PADENGHE SUL GARDA,BS,17129,E,7,45.51,10.506944444444445,65
PADERNO DUGNANO,MI,15166,E,5,45.56638888888889,9.166111111111112,153
PADERNO FRANCIACORTA,BS,17130,E,7,45.58888888888889,10.077222222222222,155
PADERNO PONCHIELLI,CR,19065,E,7,45.24,9.9275,53
PAGAZZANO,BG,16154,E,5,45.53333333333333,9.671666666666667,119
PAGNONA,LC,97063,F,-,46.06111111111111,9.401111111111112,565
PAISCO LOVENO,BS,17131,F,-,46.080555555555556,10.292222222222222,506
PAISCO LOVENO,BS,17131,F,-,46.080555555555556,10.292222222222222,506
PAITONE,BS,17132,E,7,45.555,10.400833333333333,177
PAITONE,BS,17132,E,3,45.555,10.400833333333333,177
PALADINA,BG,16155,E,4,45.73111111111111,9.604444444444445,236
PALAZZAGO,BG,16156,E,4,45.75416666666667,9.535555555555556,267
PALAZZAGO,BG,16156,E,3,45.75416666666667,9.535555555555556,267
PALAZZO PIGNANO,CR,19066,E,6,45.394444444444446,9.593611111111112,80
PALESTRO,PV,18107,E,6,45.30277777777778,8.533333333333333,110
PALOSCO,BG,16157,E,7,45.584722222222226,9.835,140
PALOSCO,BG,16157,E,5,45.584722222222226,9.835,140
PANCARANA,PV,18108,E,6,45.07666666666667,9.051388888888889,65
PANDINO,CR,19067,E,6,45.405277777777776,9.5525,80
PANTIGLIATE,MI,15167,E,5,45.44194444444444,9.354722222222222,100
PARABIAGO,MI,15168,E,5,45.559444444444445,8.949444444444445,166
PARATICO,BS,17134,E,7,45.65833333333333,9.955277777777777,185
PARATICO,BS,17134,E,4,45.65833333333333,9.955277777777777,185
PARLASCO,LC,97064,F,-,46.01972222222222,9.344444444444445,350
PARONA,PV,18109,E,6,45.28527777777778,8.751666666666667,108
PARRE,BG,16158,E,3,45.87916666666667,9.891666666666666,470
PARZANICA,BG,16159,F,-,45.73861111111111,10.033888888888889,185
PARZANICA,BG,16159,F,-,45.73861111111111,10.033888888888889,185
PASPARDO,BS,17135,F,-,46.032777777777774,10.369444444444445,390
PASSIRANO,BS,17136,E,7,45.602222222222224,10.059722222222224,157
PASTURO,LC,97065,E,2,45.952222222222225,9.444166666666668,566
PAULLO,MI,15169,E,5,45.41777777777777,9.400555555555556,92
PAVIA,PV,18110,E,6,45.18694444444444,9.154722222222222,59
PAVONE DEL MELLA,BS,17137,E,7,45.30166666666666,10.206666666666665,39
PEDESINA,SO,14047,F,-,46.083333333333336,9.549166666666666,662
PEDESINA,SO,14047,F,-,46.083333333333336,9.549166666666666,662
PEDRENGO,BG,16160,E,4,45.70138888888889,9.732222222222223,247
PEGLIO,CO,13178,E,2,46.1625,9.293333333333333,500
PEGOGNAGA,MN,20039,E,7,44.99611111111111,10.858611111111111,16
PEIA,BG,16161,E,3,45.80222222222222,9.899444444444445,470
PERLEDO,LC,97067,E,2,46.014722222222225,9.295833333333333,199
PERO,MI,15170,E,5,45.513888888888886,9.083055555555555,140
PERSICO DOSIMO,CR,19068,E,7,45.18527777777778,10.104722222222222,44
PERTICA ALTA,BS,17139,F,-,45.744166666666665,10.345,386
PERTICA BASSA,BS,17140,E,3,45.755833333333335,10.373333333333333,372
PESCAROLO ED UNITI,CR,19069,E,7,45.19472222222222,10.188055555555556,40
PESCATE,LC,97068,E,4,45.84305555555556,9.396944444444443,198
PESCHIERA BORROMEO,MI,15171,E,5,45.4325,9.31388888888889,93
PESSANO CON BORNAGO,MI,15172,E,5,45.552499999999995,9.384166666666665,142
PESSINA CREMONESE,CR,19070,E,7,45.18472222222222,10.248055555555554,31
PEZZAZE,BS,17141,F,-,45.77722222222222,10.23861111111111,484
PIAN CAMUNO,BS,17142,E,3,45.84527777777778,10.156666666666666,190
PIANCOGNO,BS,17206,E,3,45.919999999999995,10.220277777777778,231
PIANELLO DEL LARIO,CO,13183,E,2,46.103611111111114,9.27638888888889,199
PIANENGO,CR,19072,E,6,45.400555555555556,9.695,81
PIANICO,BG,16162,E,3,45.81194444444444,10.045555555555556,240
PIANTEDO,SO,14048,E,2,46.135555555555555,9.431111111111111,199
PIANTEDO,SO,14048,E,1,46.135555555555555,9.431111111111111,199
PIARIO,BG,16163,E,3,45.89805555555556,9.92611111111111,490
PIATEDA,SO,14049,F,-,46.160555555555554,9.938611111111111,295
PIAZZA BREMBANA,BG,16164,E,3,45.950833333333335,9.67361111111111,475
PIAZZATORRE,BG,16165,F,-,45.992222222222225,9.681666666666667,650
PIAZZOLO,BG,16166,F,-,45.98111111111111,9.671666666666667,522
PIERANICA,CR,19073,E,6,45.426944444444445,9.61111111111111,88
PIEVE ALBIGNOLA,PV,18112,E,6,45.11333333333334,8.959444444444443,69
PIEVE DEL CAIRO,PV,18113,E,6,45.049166666666665,8.804166666666667,72
PIEVE EMANUELE,MI,15173,E,6,45.358333333333334,9.202222222222222,90
PIEVE EMANUELE,MI,15173,E,5,45.358333333333334,9.202222222222222,90
PIEVE FISSIRAGA,LO,98045,E,6,45.26583333333333,9.458055555555555,73
PIEVE PORTO MORONE,PV,18114,E,6,45.11138888888889,9.436944444444444,51
PIEVE SAN GIACOMO,CR,19075,E,7,45.12777777777778,10.186944444444444,33
PIGRA,CO,13184,F,-,45.958333333333336,9.126944444444446,485
PINAROLO PO,PV,18115,E,6,45.07083333333334,9.167777777777777,62
PIOLTELLO,MI,15175,E,5,45.50277777777778,9.32638888888889,109
PISOGNE,BS,17143,E,3,45.80444444444444,10.11,185
PIUBEGA,MN,20041,E,7,45.22944444444445,10.534166666666666,33
PIURO,SO,14050,E,1,46.32916666666667,9.419722222222221,370
PIZZALE,PV,18116,E,6,45.03777777777778,9.04861111111111,70
PIZZIGHETTONE,CR,19076,E,6,45.18861111111111,9.782222222222224,39
PLESIO,CO,13185,E,2,46.045833333333334,9.226944444444445,275
POGGIO RUSCO,MN,20042,E,7,44.98027777777778,11.122222222222224,10
POGGIRIDENTI,SO,14051,F,-,46.177499999999995,9.926666666666666,288
POGLIANO MILANESE,MI,15176,E,5,45.53805555555555,8.990555555555554,160
POGNANA LARIO,CO,13186,E,2,45.87888888888889,9.158333333333333,199
POGNANO,BG,16167,E,5,45.586666666666666,9.64111111111111,149
POLAVENO,BS,17144,F,-,45.6625,10.127222222222223,360
POLAVENO,BS,17144,F,-,45.6625,10.127222222222223,360
POLPENAZZE DEL GARDA,BS,17145,E,7,45.55222222222222,10.506944444444445,115
POMPIANO,BS,17146,E,7,45.4325,9.989444444444443,77
POMPONESCO,MN,20043,E,7,44.92861111111111,10.59138888888889,20
PONCARALE,BS,17147,E,7,45.46138888888889,10.174166666666666,84
PONNA,CO,13187,F,-,45.99166666666667,9.095,430
PONTE DI LEGNO,BS,17148,F,-,46.26166666666666,10.511388888888888,1200
PONTE DI LEGNO,BS,17148,F,-,46.26166666666666,10.511388888888888,1200
PONTE IN VALTELLINA,SO,14052,E,3,46.17916666666667,9.978333333333333,324
PONTE IN VALTELLINA,SO,14052,E,1,46.17916666666667,9.978333333333333,324
PONTE LAMBRO,CO,13188,E,4,45.83083333333334,9.226666666666667,290
PONTE LAMBRO,CO,13188,E,2,45.83083333333334,9.226666666666667,290
PONTE NIZZA,PV,18117,E,8,44.8525,9.099166666666667,251
PONTE NOSSA,BG,16168,E,3,45.86666666666667,9.881666666666668,438
PONTE SAN PIETRO,BG,16170,E,4,45.69916666666666,9.591111111111111,201
PONTERANICA,BG,16169,E,4,45.73888888888889,9.670555555555556,291
PONTERANICA,BG,16169,E,3,45.73888888888889,9.670555555555556,291
PONTEVICO,BS,17149,E,7,45.27027777777778,10.087777777777779,38
PONTI SUL MINCIO,MN,20044,E,7,45.41361111111111,10.688055555555556,63
PONTIDA,BG,16171,E,4,45.73305555555556,9.502777777777778,197
PONTIROLO NUOVO,BG,16172,E,5,45.57,9.567222222222222,132
PONTOGLIO,BS,17150,E,7,45.57,9.853055555555555,131
PONTOGLIO,BS,17150,E,5,45.57,9.853055555555555,131
PORLEZZA,CO,13189,E,2,46.03861111111111,9.120277777777778,271
PORTALBERA,PV,18118,E,6,45.10305555555556,9.32,58
PORTO CERESIO,VA,12113,E,2,45.903888888888886,8.905000000000001,271
PORTO MANTOVANO,MN,20045,E,7,45.190555555555555,10.79138888888889,18
PORTO VALTRAVAGLIA,VA,12114,E,2,45.963055555555556,8.682222222222222,193
POSTALESIO,SO,14053,F,-,46.17638888888889,9.776111111111112,275
POZZAGLIO ED UNITI,CR,19077,E,7,45.20166666666667,10.046111111111111,47
POZZOLENGO,BS,17151,E,7,45.404444444444444,10.62861111111111,75
POZZUOLO MARTESANA,MI,15178,E,5,45.514722222222225,9.45111111111111,110
PRADALUNGA,BG,16173,E,4,45.75055555555556,9.787777777777778,299
PRADALUNGA,BG,16173,E,3,45.75055555555556,9.787777777777778,299
PRALBOINO,BS,17152,E,7,45.2675,10.217777777777778,35
PRATA CAMPORTACCIO,SO,14054,E,1,46.30916666666666,9.396944444444443,207
PREDORE,BG,16174,E,7,45.683055555555555,10.020277777777778,185
PREDORE,BG,16174,E,4,45.683055555555555,10.020277777777778,185
PREGNANA MILANESE,MI,15179,E,5,45.51861111111111,9.008611111111112,148
PREMANA,LC,97069,F,-,46.05333333333333,9.424722222222222,700
PREMOLO,BG,16175,E,3,45.87111111111111,9.875,500
PRESEGLIE,BS,17153,E,3,45.66722222222222,10.392777777777777,294
PRESEZZO,BG,16176,E,4,45.69333333333333,9.567777777777778,233
PREVALLE,BS,17155,E,7,45.54666666666667,10.414722222222222,162
PRIMALUNA,LC,97070,E,2,45.988055555555555,9.429444444444444,476
PROSERPIO,CO,13192,E,4,45.82916666666667,9.244444444444444,375
PROVAGLIO VAL SABBIA,BS,17157,F,-,45.68861111111111,10.43888888888889,316
PUEGNAGO SUL GARDA,BS,17158,E,7,45.57194444444445,10.511666666666667,130
PUMENENGO,BG,16177,E,7,45.48111111111111,9.86888888888889,91
PUMENENGO,BG,16177,E,5,45.48111111111111,9.86888888888889,91
PUSIANO,CO,13193,E,4,45.816111111111105,9.281944444444445,258
QUINGENTOLE,MN,20046,E,7,45.038888888888884,11.045277777777777,14
QUINTANO,CR,19078,E,6,45.421388888888885,9.620000000000001,87
QUISTELLO,MN,20047,E,7,45.00944444444445,10.981111111111112,14
RANCIO VALCUVIA,VA,12115,E,2,45.91777777777777,8.770833333333334,252
RANCO,VA,12116,E,4,45.79833333333333,8.570833333333333,193
RANICA,BG,16178,E,4,45.72916666666667,9.716111111111111,256
RANICA,BG,16178,E,3,45.72916666666667,9.716111111111111,256
RANZANICO,BG,16179,E,3,45.79111111111111,9.936388888888889,337
RASURA,SO,14055,F,-,46.10277777777778,9.55388888888889,450
REA,PV,18119,E,6,45.11805555555556,9.155000000000001,61
REDAVALLE,PV,18120,E,8,45.03805555555555,9.203888888888889,66
REDAVALLE,PV,18120,E,6,45.03805555555555,9.203888888888889,66
REDONDESCO,MN,20048,E,7,45.16916666666666,10.51388888888889,27
REMEDELLO,BS,17160,E,7,45.279444444444444,10.373888888888889,40
RESCALDINA,MI,15181,E,5,45.61638888888889,8.950833333333332,212
RETORBIDO,PV,18121,E,8,44.95027777777778,9.036944444444444,112
